ID;Nome;Região;Estado;IDH_2010;PIB_2018;Rodovia;Km;Lat.;Long.;Comprimento;Largura;Gestora;Tipo;Norma;N. de vãos;Superestrutura;Material Super;Encontro;Ano;Classe;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;VMD;X_SIRGAS2000;Y_SIRGAS2000;Litoral_Dist;Initial;Time;Final
000002;Ponte sobre o Igarapé Bagaço;North;AC;0.663;4.14;BR-317;48+490;-9.943266667;-67.490233333;29.5;10.95;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;339.3555805;-2752007.138383265;8751866.28037196;2321355.3849492064;4;2;4
000003;Ponte sobre o Igarapé Barra;North;AC;0.663;4.14;BR-317;274+600;-10.97;-68.617933333;50;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;254.186405;-2878888.4312606878;8609051.345406266;2506277.4906049143;4;2;4
000004;Ponte sobre o Igarapé Entroncamento;North;AC;0.663;4.14;BR-317;286+410;-11.028016667;-68.697233333;31.1;10.15;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;254.186405;-2887955.660423227;8600674.87584191;2518492.1836387;4;2;4
000005;Ponte sobre o Rio Acre;North;AC;0.663;4.14;BR-317;292+780;-11.017483333;-68.743933333;113.4;7.4;DNIT;Federal Public;DNIT;;Not Informed;Timber;Not Informed;;;;;;;;;;;;;;4;;4;254.186405;-2893911.195836304;8601365.96823299;2523015.711122698;4;2;4
000006;Ponte sobre o Igarapé São Pedro;North;AC;0.663;4.14;BR-317;399+290;-10.898766667;-69.522266667;55;10.55;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;;-2992814.265588997;8605623.808163358;2602938.6546030403;4;2;4
000007;Ponte sobre o Igarapé do Grande;North;AC;0.663;4.14;BR-317;402+640;-10.9172;-69.54615;29.8;10.6;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;;-2995548.4590198705;8602949.081674734;2606689.2614283105;4;2;4
000011;Ponte Sobre o Rio Riozinho;North;AC;0.663;4.14;BR-364;33+600;-9.938316667;-67.033166667;59.6;9.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;695.1870489999999;-2695617.9916757755;8757730.951275686;2271138.513934774;4;2;4
000012;Ponte sobre o Rio Iquiri;North;AC;0.663;4.14;BR-364;94+200;-10.0792;-67.543383333;120;9.8;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;695.1870489999999;-2756977.7475806377;8734275.522083249;2335191.100557155;4;2;4
000013;Ponte Sobre o Rio Forquilha;North;AC;0.663;4.14;BR-364;113+800;-10.01345;-67.6939;40;9.9;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;598.8809145;-2776398.407379738;8740712.625751248;2347871.3454750725;4;2;4
000014;Ponte sobre o Rio Judia;North;AC;0.663;4.14;BR-364;123+000;-10.01155;-67.787783333;92.12;19.15;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;598.8809145;-2788060.4765254217;8739838.364571868;2358118.5267057857;4;2;4
000015;Ponte Sobre o Rio Acre;North;AC;0.663;4.14;BR-364;131+000;-10.0121;-67.842616667;198.18;20.09;DNIT;Federal Public;DNIT;;Estaiada;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;915.649833;-2794856.476200381;8739117.709898628;2364211.076099741;4;2;4
000016;Ponte sobre o Igarapé São Francisco (LE);North;AC;0.663;4.14;BR-364;141+210;-9.937866667;-67.880233333;36.9;9.95;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;1721.813224;-2800415.084638831;8747966.533059338;2364084.9510461516;4;2;4
000017;Ponte sobre o Igarapé São Francisco (LD);North;AC;0.663;4.14;BR-364;141+210;-9.937783333;-67.880166667;27.5;9.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;3;1721.813224;-2800407.801775127;8747977.760088712;2364072.757060232;4;2;3
000018;Ponte Sobre o Igarapé Mapinguari;North;AC;0.663;4.14;BR-364;170+390;-9.762616667;-68.063666667;40;9.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2825306.6958281184;8767773.508450214;2374521.471863472;4;2;4
000019;Ponte sobre o Rio Andirá;North;AC;0.663;4.14;BR-364;178+790;-9.72265;-68.12875;60.6;9.95;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2833885.2844047043;8772025.961054202;2379560.6911903587;4;2;4
000020;Ponte sobre o Igarapé Marizinho;North;AC;0.663;4.14;BR-364;196+670;-9.611583333;-68.245533333;22.4;8.4;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2849757.8761255327;8784613.656166695;2386500.95810686;4;2;4
000022;Ponte sobre o Igarapé do Fumaça;North;AC;0.663;4.14;BR-364;202+370;-9.573116667;-68.280283333;14.4;8.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2854547.737599665;8789045.421244994;2388297.320375419;4;2;4
000023;Ponte Sobre Igarapé Patos;North;AC;0.663;4.14;BR-364;211+500;-9.511533333;-68.335883333;13.2;8.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2862214.418702417;8796146.472978048;2391202.9677638398;4;2;4
000025;Ponte Sobre Igarapé Taquari;North;AC;0.663;4.14;BR-364;218+720;-9.462966667;-68.3797;19;7.35;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2868258.835572324;8801751.858420156;2393519.9277382325;4;2;4
000027;Ponte Sobre o Rio Cassirian;North;AC;0.663;4.14;BR-364;243+100;-9.278416667;-68.495283333;39.5;8.95;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2884864.5694580604;8823675.26255973;2396742.457297921;4;2;4
000028;Ponte sobre o Igarapé Limeira;North;AC;0.663;4.14;BR-364;252+930;-9.203716667;-68.542483333;41.1;8.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2891637.8652549437;8832558.520008238;2398175.581099123;4;2;4
000029;Ponte Sobre o Igarapé Brejo Seco;North;AC;0.663;4.14;BR-364;255+530;-9.184983333;-68.556766667;17;8.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2893643.221171183;8834759.735606175;2398822.4794341056;4;2;4
000030;Ponte sobre o Igarapé Seringueira;North;AC;0.663;4.14;BR-364;258+490;-9.163466667;-68.572833333;26.4;8.85;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;407.546449;-2895904.1751818787;8837292.57474576;2399530.774162048;4;2;4
000031;Ponte sobre o Rio Iaco;North;AC;0.663;4.14;BR-364;272+510;-9.081183333;-68.660833333;180;9.3;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;3;;3;407.546449;-2907886.2447119346;8846685.47523856;2405332.9478361052;3;2;3
000032;Ponte sobre o Rio Caeté;North;AC;0.663;4.14;BR-364;282+120;-9.062066667;-68.745483333;202.6;12.9;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;4;;4;478.599264;-2918738.338749314;8848143.09362263;2414088.1114767212;4;2;4
000033;Ponte sobre o Rio Purus;North;AC;0.663;4.14;BR-364;343+670;-8.889816667;-69.273533333;474.4;12.06;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;4;;4;478.599264;-2987269.2261556117;8863969.728817798;2466657.1236100113;4;2;4
000034;Ponte sobre o Rio Macapá;North;AC;0.663;4.14;BR-364;370+700;-8.75485;-69.474616667;90;9.85;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;508.2642075;-3014268.6640070947;8878851.804028787;2483606.227216438;4;2;4
000035;Ponte sobre o Rio Jurutipari;North;AC;0.663;4.14;BR-364;411+710;-8.592866667;-69.810916667;120;9.85;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;4;;4;508.2642075;-3058827.016738407;8895700.144379871;2515608.6918091574;4;2;4
000036;Ponte sobre o Igarapé Jurupari;North;AC;0.663;4.14;BR-364;425+600;-8.552316667;-69.930783333;240.5;9.85;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;3;;3;508.2642075;-3074553.503320397;8899524.496289063;2527965.553627104;3;2;3
000037;Ponte sobre o Igarapé Maracaju;North;AC;0.663;4.14;BR-364;432+710;-8.531233333;-69.991816667;90;9.9;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;595.2415475;-3082574.324626909;8901529.405318152;2534260.273736214;4;2;4
000038;Ponte sobre o Igarapé Pensão;North;AC;0.663;4.14;BR-364;455+920;-8.438283333;-70.171766667;60.3;9.7;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;1;595.2415475;-3106607.7398332288;8911399.512714487;2551500.535979089;4;2;1
000039;Ponte sobre o Igarapé Macipira;North;AC;0.663;4.14;BR-364;457+700;-8.422833333;-70.176416667;119.6;9.85;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;595.2415475;-3107378.3198708748;8913329.683760453;2551352.1132488735;4;2;4
000040;Ponte sobre o Igarapé Ciência;North;AC;0.663;4.14;BR-364;488+380;-8.19735;-70.3424;55.34;9.1;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;595.2415475;-3131168.4154035924;8940433.51719164;2561188.846582844;4;2;4
000041;Ponte sobre o Igarapé Diabinho;North;AC;0.663;4.14;BR-364;491+900;-8.178216667;-70.367366667;80.9;12.3;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;4;;4;623.5448985;-3134582.490679135;8942616.479617711;2563359.3333576554;4;2;4
000042;Ponte sobre o Rio Envira;North;AC;0.663;4.14;BR-364;494+490;-8.167666667;-70.388;300;14.4;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;4;;4;623.5448985;-3137345.8210767508;8943744.08125995;2565388.8719413737;4;2;4
000043;Ponte sobre o Igarapé Cardoso;North;AC;0.663;4.14;BR-364;498+230;-8.158766667;-70.419933333;79.8;9.75;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;623.5448985;-3141540.7251856015;8944533.730606781;2568861.168753093;4;2;4
000044;Ponte sobre o Igarapé Acaraú;North;AC;0.663;4.14;BR-364;516+800;-8.18875;-70.576;39.6;9.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;623.5448985;-3161236.758039471;8938921.42819057;2589092.582293629;4;2;4
000045;Ponte sobre o Rio Esperança;North;AC;0.663;4.14;BR-364;522+300;-8.18175;-70.632183333;66.6;9.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;623.5448985;-3168535.4226048277;8939190.21193819;2595607.155757513;4;2;4
000046;Ponte sobre o Rio Extrema;North;AC;0.663;4.14;BR-364;526+860;-8.172216667;-70.6726;39.6;9.9;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;623.5448985;-3173839.7198531535;8939963.607038897;2600102.9288495975;4;2;4
000047;Ponte sobre o Rio Tarauacá;North;AC;0.663;4.14;BR-364;535+500;-8.151916667;-70.745716667;302;14;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;4;;4;623.5448985;-3183476.536602837;8941757.460534237;2608117.670753413;4;2;4
000048;Ponte sobre o Igarapé Piraja ;North;AC;0.663;4.14;BR-364;544+590;-8.138166667;-70.824633333;42.6;9.8;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3193794.122187281;8942639.88580593;2617141.3275056444;4;2;4
000049;Ponte sobre o Igarapé Samaúma;North;AC;0.663;4.14;BR-364;573+490;-8.090733333;-71.079166667;54.4;8.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;3;674.327559;-3227170.4355277675;8945882.137677915;2646240.558531548;4;2;3
000050;Ponte sobre o Igarapé Diedé;North;AC;0.663;4.14;BR-364;581+260;-8.077883333;-71.148383333;51.4;8.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3236262.957921251;8946756.896205291;2654189.4926438816;4;2;4
000051;Ponte sobre o Rio Acurauá;North;AC;0.663;4.14;BR-364;584+370;-8.07275;-71.176133333;120.1;8.8;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;;3;674.327559;-3239910.1120295925;8947105.137420263;2657381.1474752026;3;2;3
000052;Ponte sobre o Rio Gregório;North;AC;0.663;4.14;BR-364;620+900;-7.95405;-71.4809;199.6;9.85;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3280761.963801628;8959041.433348713;2690018.1958987582;4;2;4
000053;Ponte sobre o Rio Tauari;North;AC;0.663;4.14;BR-364;632+320;-7.922183333;-71.57765;139.4;9.9;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3293694.8024367103;8962083.21342225;2700698.010178422;4;2;4
000054;Ponte sobre o Rio Boto;North;AC;0.663;4.14;BR-364;658+360;-7.8504;-71.8028;60.17;10;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3323822.083870353;8968865.209860645;2725783.4380185455;4;2;4
000055;Ponte sobre o Rio São João;North;AC;0.663;4.14;BR-364;669+100;-7.830033333;-71.8977;74.8;9.8;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3336430.9044576394;8970435.356513444;2736805.856533924;4;2;4
000056;Ponte sobre o Rio Liberdade;North;AC;0.663;4.14;BR-364;682+870;-7.80005;-72.020433333;158.8;9.8;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3352801.201643507;8972943.96166439;2750958.335656413;4;2;4
000057;Ponte sobre o Rio Vai e Vem;North;AC;0.663;4.14;BR-364;689+960;-7.787366667;-72.082866667;35;8.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3361108.1148869046;8973884.103574377;2758276.936813048;4;2;4
000058;Ponte sobre o Rio Campinas;North;AC;0.663;4.14;BR-364;707+990;-7.769616667;-72.245033333;74.8;8.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3382536.7205518973;8974330.938852085;2777931.001331411;4;2;4
000059;Ponte sobre o Igarapé Santa Luzia;North;AC;0.663;4.14;BR-364;723+240;-7.752733333;-72.381466667;26.4;8.84;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;4;674.327559;-3400619.199831192;8974958.156788016;2794442.3647608845;4;2;4
000060;Ponte sobre o Igarapé Lagoinha;North;AC;0.663;4.14;BR-364;736+000;-7.740216667;-72.4953;74.5;8.75;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;3;;-3415710.12768051;8975271.673613701;2808315.5025823554;4;2;3
000061;Ponte sobre o Igarapé Crôa;North;AC;0.663;4.14;BR-364;741+510;-7.73405;-72.544766667;75.3;8.65;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;3;;-3422282.8200396984;8975502.75359919;2814326.469437649;4;2;3
000062;Ponte sobre o Igarapé Cigana;North;AC;0.663;4.14;BR-364;743+200;-7.732416667;-72.558316667;25.8;10.1;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;;3;;-3424083.2379527004;8975558.600583915;2815976.2359351874;4;2;3
000066;Ponte sobre o Rio Camaragibe Mirim (LE);Northeast;AL;0.631;14.71;BR-101;37+780;-9.146183333;-35.768733333;80.7;14;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3321.436803;855198.9704549583;8987389.314971251;45588.46909374041;4;1;4
000067;Ponte sobre o Rio Camaragibe Mirim (LD);Northeast;AL;0.631;14.71;BR-101;37+790;-9.146216667;-35.7691;104.9;13.65;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3321.436803;855158.5903627456;8987385.98606471;45618.08268726485;4;1;4
000068;Pontilhão sobre o Rio Jitituba (LD);Northeast;AL;0.631;14.71;BR-101;54+340;-9.25695;-35.774916667;6.3;17.3;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3335.690201;854408.0623179572;8975130.628886227;38606.88505378981;4;1;4
000069;Pontilhão sobre o Rio Jitituba (LE);Northeast;AL;0.631;14.71;BR-101;54+340;-9.257033333;-35.774783333;6;10.65;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;2;;3335.690201;854422.6456869869;8975121.268757923;38589.639930124686;2;1;2
000070;Viaduto km 70,55;Northeast;AL;0.631;14.71;BR-101;70+550;-9.368483333;-35.8327;104.7;13;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3335.690201;847941.3657449137;8962838.661229355;36057.28766937682;4;1;4
000071;Passagem Inferior km 71,20 (LE);Northeast;AL;0.631;14.71;BR-101;71+200;-9.372266667;-35.829216667;7.8;17.25;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;6483.685497500001;848320.618923382;8962416.312763587;35497.85226903269;4;1;4
000072;Passagem Inferior km 71,20 (LD);Northeast;AL;0.631;14.71;BR-101;71+200;-9.3724;-35.829333333;7.8;17.25;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;6483.685497500001;848307.6571298589;8962401.665672503;35498.937544745;4;1;4
000075;Viaduto km 79,16 (LD);Northeast;AL;0.631;14.71;BR-101;79+160;-9.4412;-35.837533333;80.5;7.6;DNIT;Federal Public;DNIT;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;;4;4;;6483.685497500001;847337.1955815979;8954792.201106982;31541.359823634;4;1;4
000076;Viaduto km 79,14 (LE);Northeast;AL;0.631;14.71;BR-101;79+140;-9.441083333;-35.83745;80.5;7.6;DNIT;Federal Public;DNIT;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;;4;4;;6483.685497500001;847346.4740772522;8954805.035549695;31542.039987719378;4;1;4
000077;Viaduto km 80,30 (LE);Northeast;AL;0.631;14.71;BR-101;80+300;-9.44695;-35.845533333;10.5;12.5;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1316.3586505;846451.942046353;8954163.521591213;31845.969969969483;4;1;4
000078;Viaduto km 80,30 (LD);Northeast;AL;0.631;14.71;BR-101;80+300;-9.446783333;-35.84555;10.5;12.5;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1316.3586505;846450.276687662;8954181.991555996;31858.730317070498;4;1;4
000079;Ponte sobre o Rio Mundaú (LE);Northeast;AL;0.631;14.71;BR-101;81+870;-9.4482;-35.859633333;284;11.3;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1316.3586505;844900.6249450571;8954039.11355436;32985.82010954026;3;1;3
000080;Ponte sobre o Rio Mundaú (LD);Northeast;AL;0.631;14.71;BR-101;81+860;-9.448016667;-35.859583333;292;13.2;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1316.3586505;844906.3044137488;8954059.362440597;32993.92165121676;4;1;4
000082;Viaduto sobre RFFSA (LE);Northeast;AL;0.631;14.71;BR-101;85+800;-9.4708;-35.87985;76;13.3;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1316.3586505;842655.7495471393;8951556.867858626;32850.21514823891;4;1;4
000083;Viaduto km 88,00 (LE);Northeast;AL;0.631;14.71;BR-101;88+000;-9.48325;-35.893566667;10.8;12.2;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1653.376283;841135.6541145344;8950191.955314934;32939.94966784497;4;1;4
000084;Viaduto km 88,00 (LD);Northeast;AL;0.631;14.71;BR-101;88+000;-9.483133333;-35.89365;10.8;12.2;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1653.376283;841126.6097805137;8950204.954057118;32955.56312936457;4;1;4
000087;Ponte sobre o Rio Satuba (LE);Northeast;AL;0.631;14.71;BR-101;96+820;-9.533;-35.94985;75;13.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1653.376283;834900.7550544934;8944738.948534187;33411.81545217589;4;1;4
000089;Viaduto km 101,18;Northeast;AL;0.631;14.71;BR-101;101+180;-9.56575;-35.969916667;60.4;17;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1653.376283;832663.669836007;8941132.651587343;32403.192496932585;4;1;4
000092;Ponte sobre o Rio Paraíba (LE);Northeast;AL;0.631;14.71;BR-101;107+790;-9.596366667;-36.007216667;127.6;13.6;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;2;2;;2257.284214;828535.5537901857;8937779.072954342;32899.0039523113;2;1;2
000094;Ponte sobre o Rio Sumaúma (LD);Northeast;AL;0.631;14.71;BR-101;115+170;-9.644233333;-36.024433333;12.9;8.15;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1497.077365;826597.9246212594;8932496.514568657;30483.864547199195;3;1;3
000095;Ponte sobre o Rio Sumaúma (LE);Northeast;AL;0.631;14.71;BR-101;115+160;-9.644133333;-36.024333333;37;13.7;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1497.077365;826609.0064042148;8932507.489243798;30483.94164998025;4;1;4
000097;Ponte sobre o Rio Varrela (LD);Northeast;AL;0.631;14.71;BR-101;122+440;-9.70105;-36.033483333;68;13.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;825548.986015291;8926215.40182259;26733.54425689655;4;1;4
000098;Viaduto km 127,88 (LD);Northeast;AL;0.631;14.71;BR-101;127+880;-9.740583333;-36.06075;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;822516.2632254305;8921865.080548674;25750.746845725764;4;1;4
000099;Viaduto km 127,88 (LE);Northeast;AL;0.631;14.71;BR-101;127+880;-9.74065;-36.06055;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;822538.1628775463;8921857.509676391;25730.00832709019;4;1;4
000100;Viaduto km 130,28;Northeast;AL;0.631;14.71;BR-101;130+280;-9.755916667;-36.068433333;60;12.8;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;821657.7731940292;8920175.004823815;25145.09542165515;4;1;4
000101;Viaduto km 130,55 (LE);Northeast;AL;0.631;14.71;BR-101;130+550;-9.765166667;-36.0737;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2162.3425275;821070.5516735874;8919156.050568579;24828.699262559614;4;1;4
000102;Viaduto km 130,55 (LD) ;Northeast;AL;0.631;14.71;BR-101;130+550;-9.7651;-36.073816667;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2162.3425275;821057.8045092192;8919163.541633626;24842.972743589693;4;1;4
000103;Ponte sobre o Rio São Miguel (LD);Northeast;AL;0.631;14.71;BR-101;133+460;-9.774166667;-36.1061;100;13.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2162.3425275;817504.225356167;8918190.459585732;26636.20553906441;4;1;4
000104;Ponte sobre o Rio São Miguel (LE);Northeast;AL;0.631;14.71;BR-101;133+450;-9.77405;-36.105733333;100;10.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;2;;2162.3425275;817544.597555452;8918203.028657194;26616.913548759374;2;1;2
000105;Viaduto km 141,92 (LD);Northeast;AL;0.631;14.71;BR-101;141+920;-9.840416667;-36.135533333;14.95;11.25;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;814209.8765738816;8910884.59001194;23726.316097685274;4;1;4
000106;Viaduto km 141,92 (LE);Northeast;AL;0.631;14.71;BR-101;141+920;-9.840483333;-36.135383333;14.95;11.25;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;814226.2803112557;8910877.069667356;23709.461585076337;4;1;4
000107;Viaduto km 145,33 (LD);Northeast;AL;0.631;14.71;BR-101;145+330;-9.86835;-36.140983333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;813585.154157968;8907797.662366822;21959.638546664108;4;1;4
000108;Viaduto km 145,33 (LE);Northeast;AL;0.631;14.71;BR-101;145+330;-9.8683;-36.140833333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;813601.6669135826;8907803.05611267;21951.92839368926;4;1;4
