ID;Nome;Região;Estado;IDH_2010;PIB_2018;Rodovia;Km;Lat.;Long.;Comprimento;Largura;Gestora;Tipo;Norma;N. de vãos;Superestrutura;Material Super;Encontro;Ano;Classe;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;VMD;X_SIRGAS2000;Y_SIRGAS2000;Litoral_Dist;Initial;Time;Final
007061;Viaduto Trevo de Manilha;Southeast;RJ;0.761;205.1;BR-101;297+200;-22.764010242;-42.904810823;14.65;21.8;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;4;1;4
007061;Viaduto Trevo de Manilha;Southeast;RJ;0.761;205.1;BR-101;297+200;-22.764010242;-42.904810823;14.65;21.8;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;4;1;4
007061;Viaduto Trevo de Manilha;Southeast;RJ;0.761;205.1;BR-101;297+200;-22.764010242;-42.904810823;14.65;21.8;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;4;1;4
007061;Viaduto Trevo de Manilha;Southeast;RJ;0.761;205.1;BR-101;297+200;-22.764010242;-42.904810823;14.65;21.8;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;4;1;4
007062;Passarela Itaboraí (Manilha);Southeast;RJ;0.761;205.1;BR-101;297+400;-22.764010242;-42.904810823;154.7;2.85;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;3;4;4;3;3;3;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;3;1;3
007062;Passarela Itaboraí (Manilha);Southeast;RJ;0.761;205.1;BR-101;297+400;-22.764010242;-42.904810823;154.7;2.85;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;3;4;4;3;3;3;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;4;1;4
007062;Passarela Itaboraí (Manilha);Southeast;RJ;0.761;205.1;BR-101;297+400;-22.764010242;-42.904810823;154.7;2.85;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;3;4;4;3;3;3;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;4;1;3
007062;Passarela Itaboraí (Manilha);Southeast;RJ;0.761;205.1;BR-101;297+400;-22.764010242;-42.904810823;154.7;2.85;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;3;4;4;3;3;3;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;3;1;3
007062;Passarela Itaboraí (Manilha);Southeast;RJ;0.761;205.1;BR-101;297+400;-22.764010242;-42.904810823;154.7;2.85;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;3;4;4;3;3;3;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;3;1;3
007062;Passarela Itaboraí (Manilha);Southeast;RJ;0.761;205.1;BR-101;297+400;-22.764010242;-42.904810823;154.7;2.85;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;3;4;4;3;3;3;4;4;;;;13628.087334;98916.3013109506;7477301.169940527;22687.73802611444;4;1;4
007063;PI - Rod. Niterói-Manilha - Sul;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;4;1;4
007063;PI - Rod. Niterói-Manilha - Sul;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;4;1;4
007063;PI - Rod. Niterói-Manilha - Sul;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;4;1;3
007063;PI - Rod. Niterói-Manilha - Sul;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;3;1;3
007063;PI - Rod. Niterói-Manilha - Sul;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;3;1;3
007063;PI - Rod. Niterói-Manilha - Sul;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;3;1;3
007063;PI - Rod. Niterói-Manilha - Sul;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;4;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;4;1;3
007064;PI - Rod. Niterói-Manilha - Norte;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14.1;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;3;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;4;1;4
007064;PI - Rod. Niterói-Manilha - Norte;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14.1;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;3;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;4;1;3
007064;PI - Rod. Niterói-Manilha - Norte;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14.1;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;3;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;3;1;3
007064;PI - Rod. Niterói-Manilha - Norte;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14.1;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;3;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;3;1;3
007064;PI - Rod. Niterói-Manilha - Norte;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14.1;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;3;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;3;1;3
007064;PI - Rod. Niterói-Manilha - Norte;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14.1;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;3;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;3;1;3
007064;PI - Rod. Niterói-Manilha - Norte;Southeast;RJ;0.761;205.1;BR-101;297+910;-22.771524303;-42.925809037;14.1;13.4;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Slab;Not Informed;Closed;;TB-36;;;4;4;3;3;3;3;3;4;3;;;;13499.06757;96779.21614125604;7476410.825942695;21844.011224926282;4;1;3
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007065;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+400;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007066;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+900;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007066;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+900;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007066;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+900;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007066;Passarela ;Southeast;RJ;0.761;205.1;BR-101;298+900;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007067;Ponte Rio Marambaia ou Goianã - Sul;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007067;Ponte Rio Marambaia ou Goianã - Sul;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007067;Ponte Rio Marambaia ou Goianã - Sul;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007067;Ponte Rio Marambaia ou Goianã - Sul;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007067;Ponte Rio Marambaia ou Goianã - Sul;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007067;Ponte Rio Marambaia ou Goianã - Sul;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007067;Ponte Rio Marambaia ou Goianã - Sul;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007068;Ponte Rio Marambaia ou Goianã -Norte;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;3;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007068;Ponte Rio Marambaia ou Goianã -Norte;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;3;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007068;Ponte Rio Marambaia ou Goianã -Norte;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;3;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007068;Ponte Rio Marambaia ou Goianã -Norte;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;3;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007068;Ponte Rio Marambaia ou Goianã -Norte;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;3;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;3
007068;Ponte Rio Marambaia ou Goianã -Norte;Southeast;RJ;0.761;205.1;BR-101;299+290;-22.810007886;-43.033355558;53.7;13.35;AUTOPISTA FLUMINENSE;Federal Private;DNIT;2;Grelha;Not Informed;Cantiliver;;TB-36;;;3;4;4;4;4;4;3;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007069;Passarela ;Southeast;RJ;0.761;205.1;BR-101;300+500;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;3;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007069;Passarela ;Southeast;RJ;0.761;205.1;BR-101;300+500;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;3;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007069;Passarela ;Southeast;RJ;0.761;205.1;BR-101;300+500;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;3;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007070;Passarela São Gonçalo;Southeast;RJ;0.761;205.1;BR-101;301+250;-22.810007886;-43.033355558;240.44;2.04;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;4;;;;5;5;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;5;1;5
007070;Passarela São Gonçalo;Southeast;RJ;0.761;205.1;BR-101;301+250;-22.810007886;-43.033355558;240.44;2.04;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;4;;;;5;5;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;5;1;4
007070;Passarela São Gonçalo;Southeast;RJ;0.761;205.1;BR-101;301+250;-22.810007886;-43.033355558;240.44;2.04;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;3;4;;;;5;5;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007071;Passarela ;Southeast;RJ;0.761;205.1;BR-101;302+300;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007071;Passarela ;Southeast;RJ;0.761;205.1;BR-101;302+300;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007071;Passarela ;Southeast;RJ;0.761;205.1;BR-101;302+300;-22.810007886;-43.033355558;243.9;2.05;AUTOPISTA FLUMINENSE;Federal Private;DNIT;;Not Informed;Not Informed;Not Informed;;Not Informed;;;;;;;;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007072;PI São Gonçalo (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;4;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007073;PI São Gonçalo (Bairro Guaxindiba) -Norte;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;5;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007073;PI São Gonçalo (Bairro Guaxindiba) -Norte;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;5;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007073;PI São Gonçalo (Bairro Guaxindiba) -Norte;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;5;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007073;PI São Gonçalo (Bairro Guaxindiba) -Norte;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;5;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;5;1;4
007073;PI São Gonçalo (Bairro Guaxindiba) -Norte;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;5;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007073;PI São Gonçalo (Bairro Guaxindiba) -Norte;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;5;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007073;PI São Gonçalo (Bairro Guaxindiba) -Norte;Southeast;RJ;0.761;205.1;BR-101;302+650;-22.810007886;-43.033355558;41.5;13.6;AUTOPISTA FLUMINENSE;Federal Private;DNIT;1;Grelha;Not Informed;Cantiliver;;TB-36;;;4;4;4;4;5;4;4;4;4;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007074;Viaduto sobre RFFSA (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+830;-22.810007886;-43.033355558;117.85;13.3;AUTOPISTA FLUMINENSE;Federal Private;DNIT;3;Box Girder;Not Informed;Cantiliver;;TB-36;;;3;3;4;4;4;3;3;3;3;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;3;1;3
007074;Viaduto sobre RFFSA (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+830;-22.810007886;-43.033355558;117.85;13.3;AUTOPISTA FLUMINENSE;Federal Private;DNIT;3;Box Girder;Not Informed;Cantiliver;;TB-36;;;3;3;4;4;4;3;3;3;3;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
007074;Viaduto sobre RFFSA (Bairro Guaxindiba) - Sul;Southeast;RJ;0.761;205.1;BR-101;302+830;-22.810007886;-43.033355558;117.85;13.3;AUTOPISTA FLUMINENSE;Federal Private;DNIT;3;Box Girder;Not Informed;Cantiliver;;TB-36;;;3;3;4;4;4;3;3;3;3;;;;19755.619934;85836.95022576855;7471845.567533498;17517.442907349443;4;1;4
