ID;Nome;Região;Estado;IDH_2010;PIB_2018;Rodovia;Km;Lat.;Long.;Comprimento;Largura;Gestora;Tipo;Norma;N. de vãos;Superestrutura;Material Super;Encontro;Ano;Classe;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;VMD;X_SIRGAS2000;Y_SIRGAS2000;Litoral_Dist;VMD_Truck
000089;Viaduto km 101,18;Northeast;AL;0.631;14.71;BR-101;101+180;-9.56575;-35.969916667;60.4;17;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1653.376283;832663.669836007;8941132.651587343;32403.192496932585;792.5734639999998
000090;Passagem Superior km 106,66 (LE);Northeast;AL;0.631;14.71;BR-101;106+660;-9.5858833;-35.9997;15;12.8;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;2257.284214;829371.5548650149;8938932.432524562;33137.18439720291;904.7420335000002
000091;Passagem Superior km 106,66 (LD);Northeast;AL;0.631;14.71;BR-101;106+660;-9.5857333;-35.999717;15;12.8;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;2257.284214;829369.8319277231;8938949.054653537;33150.2589360598;904.7420335000002
000092;Ponte sobre o Rio Paraíba (LE);Northeast;AL;0.631;14.71;BR-101;107+790;-9.596366667;-36.007216667;127.6;13.6;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;2;2;;2257.284214;828535.5537901857;8937779.072954342;32899.0039523113;904.7420335000002
000093;Ponte sobre o Rio Paraíba (LD);Northeast;AL;0.631;14.71;BR-101;108+290;-9.596;-36.0072;130;13.65;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;;4;;2257.284214;828537.7387942647;8937819.648802767;32926.44537796931;904.7420335000002
000094;Ponte sobre o Rio Sumaúma (LD);Northeast;AL;0.631;14.71;BR-101;115+170;-9.644233333;-36.024433333;12.9;8.15;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1497.077365;826597.9246212594;8932496.514568657;30483.864547199195;571.8703745
000095;Ponte sobre o Rio Sumaúma (LE);Northeast;AL;0.631;14.71;BR-101;115+160;-9.644133333;-36.024333333;37;13.7;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1497.077365;826609.0064042148;8932507.489243798;30483.94164998025;571.8703745
000096;Ponte sobre o Rio Varrela (LE);Northeast;AL;0.631;14.71;BR-101;122+450;-9.701216667;-36.03345;54.2;10.15;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;4;;1395.675118;825552.486001403;8926196.919345653;26717.897236403714;566.6569325000002
000097;Ponte sobre o Rio Varrela (LD);Northeast;AL;0.631;14.71;BR-101;122+440;-9.70105;-36.033483333;68;13.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;825548.986015291;8926215.40182259;26733.54425689655;566.6569325000002
000098;Viaduto km 127,88 (LD);Northeast;AL;0.631;14.71;BR-101;127+880;-9.740583333;-36.06075;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;822516.2632254305;8921865.080548674;25750.746845725764;566.6569325000002
000099;Viaduto km 127,88 (LE);Northeast;AL;0.631;14.71;BR-101;127+880;-9.74065;-36.06055;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;822538.1628775463;8921857.509676391;25730.00832709019;566.6569325000002
000100;Viaduto km 130,28;Northeast;AL;0.631;14.71;BR-101;130+280;-9.755916667;-36.068433333;60;12.8;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1395.675118;821657.7731940292;8920175.004823815;25145.09542165515;566.6569325000002
000101;Viaduto km 130,55 (LE);Northeast;AL;0.631;14.71;BR-101;130+550;-9.765166667;-36.0737;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2162.3425275;821070.5516735874;8919156.050568579;24828.699262559614;762.7522509999999
000102;Viaduto km 130,55 (LD) ;Northeast;AL;0.631;14.71;BR-101;130+550;-9.7651;-36.073816667;15;13;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2162.3425275;821057.8045092192;8919163.541633626;24842.972743589693;762.7522509999999
000103;Ponte sobre o Rio São Miguel (LD);Northeast;AL;0.631;14.71;BR-101;133+460;-9.774166667;-36.1061;100;13.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2162.3425275;817504.225356167;8918190.459585732;26636.20553906441;762.7522509999999
000104;Ponte sobre o Rio São Miguel (LE);Northeast;AL;0.631;14.71;BR-101;133+450;-9.77405;-36.105733333;100;10.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;2;;2162.3425275;817544.597555452;8918203.028657194;26616.913548759374;762.7522509999999
000105;Viaduto km 141,92 (LD);Northeast;AL;0.631;14.71;BR-101;141+920;-9.840416667;-36.135533333;14.95;11.25;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;814209.8765738816;8910884.59001194;23726.316097685274;702.7255645
000106;Viaduto km 141,92 (LE);Northeast;AL;0.631;14.71;BR-101;141+920;-9.840483333;-36.135383333;14.95;11.25;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;814226.2803112557;8910877.069667356;23709.461585076337;702.7255645
000107;Viaduto km 145,33 (LD);Northeast;AL;0.631;14.71;BR-101;145+330;-9.86835;-36.140983333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;813585.154157968;8907797.662366822;21959.638546664108;702.7255645
000108;Viaduto km 145,33 (LE);Northeast;AL;0.631;14.71;BR-101;145+330;-9.8683;-36.140833333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;813601.6669135826;8907803.05611267;21951.92839368926;702.7255645
000109;Ponte sobre o Rio Jequiá (LD);Northeast;AL;0.631;14.71;BR-101;148+180;-9.891166667;-36.135516667;342;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;3;;;;;;4;;1922.559435;814163.5430810174;8905266.849732995;19747.677678634976;702.7255645
000110;Ponte sobre o Rio Jequiá (LE);Northeast;AL;0.631;14.71;BR-101;148+180;-9.891233333;-36.135416667;352;13.7;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;3;;1922.559435;814174.4558594014;8905259.375847578;19734.700797374164;702.7255645
000111;Viaduto km 149,88 (LD);Northeast;AL;0.631;14.71;BR-101;149+880;-9.8942;-36.144816667;15;12;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;813139.8824623125;8904939.839517836;20230.901047089577;702.7255645
000112;Viaduto km 149,88 (LE);Northeast;AL;0.631;14.71;BR-101;149+880;-9.894333333;-36.144766667;15;12;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;813145.2439875563;8904925.033405881;20216.575614440928;702.7255645
000113;Viaduto km 154,30 (LD);Northeast;AL;0.631;14.71;BR-101;154+300;-9.89095;-36.188783333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;808317.212627356;8905340.616832808;23893.61797989067;702.7255645
000114;Viaduto km 154,30 (LE);Northeast;AL;0.631;14.71;BR-101;154+300;-9.8911;-36.188766667;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;808318.9017927536;8905323.997997135;23880.569437631526;702.7255645
000115;Viaduto km 162,16 (LD);Northeast;AL;0.631;14.71;BR-101;162+160;-9.900383333;-36.257216667;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;800797.7601316243;8904359.085654603;28457.498635701177;702.7255645
000116;Viaduto km 162,16 (LE);Northeast;AL;0.631;14.71;BR-101;162+160;-9.900533333;-36.257216667;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1922.559435;800797.623374493;8904342.483152527;28445.740163507762;702.7255645
000117;Viaduto km 166,50 (LD);Northeast;AL;0.631;14.71;BR-101;166+500;-9.899116667;-36.296583333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;796478.544326701;8904534.611457422;31606.895428236556;691.582082
000118;Viaduto km 166,50 (LE);Northeast;AL;0.631;14.71;BR-101;166+500;-9.899283333;-36.296583333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;796478.394582692;8904516.164878696;31593.8293740689;691.582082
000119;Ponte sobre o Rio Coruripe (LE);Northeast;AL;0.631;14.71;BR-101;170+710;-9.9103;-36.33225;118;13.4;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;792554.4316621205;8903328.43913265;33493.127910323004;691.582082
000120;Ponte sobre o Rio Coruripe (LD);Northeast;AL;0.631;14.71;BR-101;170+720;-9.9097;-36.332183333;70.8;19.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;2;;1672.6626455;792562.2801278256;8903394.786612177;33535.00509942432;691.582082
000121;Passagem Inferior km 170,87;Northeast;AL;0.631;14.71;BR-101;170+870;-9.909383333;-36.333533333;8;19.7;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;792414.4139026534;8903431.022002479;33664.40482591095;691.582082
000122;Viaduto km 172,99;Northeast;AL;0.631;14.71;BR-101;172+990;-9.907016667;-36.350633333;36.9;24.3;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;790539.9806917625;8903707.94509659;35174.500787405545;691.582082
000123;Viaduto km 176,64 (LD);Northeast;AL;0.631;14.71;BR-101;176+640;-9.89105;-36.3794;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;787397.1227592905;8905500.017538894;38654.49596861791;691.582082
000124;Viaduto km 176,64 (LE);Northeast;AL;0.631;14.71;BR-101;176+640;-9.891183333;-36.379466667;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;787389.690644582;8905485.31871973;38649.20452747346;691.582082
000125;Viaduto km 181,53 (LD);Northeast;AL;0.631;14.71;BR-101;181+530;-9.89725;-36.416566667;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;783313.1553206767;8904845.704736704;41046.678609843;691.582082
000126;Viaduto km 181,53 (LE);Northeast;AL;0.631;14.71;BR-101;181+530;-9.897383333;-36.416483333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;783322.1856017408;8904830.877881052;41029.76971050321;691.582082
000127;Ponte sobre o Rio Piauí (LD);Northeast;AL;0.631;14.71;BR-101;191+680;-9.933033333;-36.4775;30.2;8.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;2;;1672.6626455;776596.6983203741;8900936.989491181;42958.33151239331;691.582082
000128;Ponte sobre o Rio Piauí (LE);Northeast;AL;0.631;14.71;BR-101;191+680;-9.933166667;-36.477516667;29.8;13.65;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;776594.7575035368;8900922.247982353;42949.16489406793;691.582082
000129;Viaduto km 194,41 (LD);Northeast;AL;0.631;14.71;BR-101;194+410;-9.934416667;-36.498766667;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;774262.2067852705;8900801.56220254;44496.11528170091;691.582082
000130;Viaduto km 194,41 (LE);Northeast;AL;0.631;14.71;BR-101;194+410;-9.934566667;-36.498833333;14.95;11.95;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;774254.7673116121;8900785.017831743;44489.511265084584;691.582082
000131;Viaduto km 200,19 (LD);Northeast;AL;0.631;14.71;BR-101;200+190;-9.9522;-36.542083333;37.8;11.95;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;769495.1293935054;8898869.165547365;46454.0183452452;691.582082
000132;Viaduto km 200,19 (LE);Northeast;AL;0.631;14.71;BR-101;200+190;-9.952283333;-36.54195;37.8;11.95;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1672.6626455;769509.6885977695;8898859.835399726;46437.16306732398;691.582082
000133;Ponte sobre o Rio Perucaba (LD);Northeast;AL;0.631;14.71;BR-101;203+420;-9.976383333;-36.558633333;29.3;11.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3894.819652;767659.7391948574;8896206.492977815;45837.90103477603;2055.1286695
000134;Ponte sobre o Rio Perucaba (LE);Northeast;AL;0.631;14.71;BR-101;203+420;-9.976433333;-36.558483333;30;13.65;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3894.819652;767676.1530290614;8896200.838492973;45822.37168076305;2055.1286695
000135;Ponte sobre o Rio Boacica (LD);Northeast;AL;0.631;14.71;BR-101;215+430;-10.038133333;-36.64325;69.3;11.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3894.819652;758328.8633121153;8889441.073006859;47540.32914643081;2055.1286695
000136;Ponte sobre o Rio Boacica (LE);Northeast;AL;0.631;14.71;BR-101;215+430;-10.03825;-36.643166667;74.9;13.85;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3894.819652;758337.9098968117;8889428.09792917;47524.73100561497;2055.1286695
000137;Ponte sobre o Rio Itiúba (LD);Northeast;AL;0.631;14.71;BR-101;233+960;-10.115716667;-36.766616667;69;11.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;4;;2680.824525;744741.1206183854;8880951.46651118;50992.1021613499;1323.804986
000138;Ponte sobre o Rio Itiúba (LE);Northeast;AL;0.631;14.71;BR-101;233+960;-10.1158;-36.7665;70.4;13.65;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2680.824525;744753.8483113134;8880942.158590859;50976.54507459043;1323.804986
000139;Viaduto km 244,81 (LD);Northeast;AL;0.631;14.71;BR-101;244+810;-10.1817;-36.828633333;36;12.1;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2680.824525;737893.2486621877;8873697.002180405;50606.892427929815;1323.804986
000140;Viaduto km 244,81 (LE);Northeast;AL;0.631;14.71;BR-101;244+810;-10.18175;-36.828483333;36;12.1;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2680.824525;737909.6528948912;8873691.359974558;50591.3785635735;1323.804986
000141;Ponte sobre o Rio São Francisco (LD);Northeast;AL;0.631;14.71;BR-101;247+890;-10.207083333;-36.82;832.05;11.5;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;3;;2532.792714;738820.6185268292;8870882.215661105;47947.83685338077;1313.929029
000142;Ponte sobre o Rio São Francisco (LE);Northeast;AL;0.631;14.71;BR-101;247+890;-10.20705;-36.8198;848;25.7;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2532.792714;738842.5635368804;8870885.75577934;47934.99984855577;1313.929029
000143;Ponte sobre o Rio da Jibóia;Northeast;AL;0.631;14.71;BR-104;11+200;-8.98385;-36.0283;25.3;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;4;;1002.411778;826787.3831528658;9005605.654726814;79173.80792114261;117.6376455
000144;Ponte sobre o Riacho Seco;Northeast;AL;0.631;14.71;BR-104;25+190;-9.0918;-36.05215;29.1;10;DNIT;Federal Public;DNIT;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;;3;4;;1031.356427;824065.7895300533;8993676.998520806;73911.49960898758;118.5455209999998
000145;Ponte sobre o Riacho Sueca;Northeast;AL;0.631;14.71;BR-104;31+690;-9.136;-36.022216667;20.5;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;4;;1031.356427;827318.9530086329;8988757.069054425;68308.38696687852;118.5455209999998
000146;Ponte sobre o Riacho Cana Brava;Northeast;AL;0.631;14.71;BR-104;34+600;-9.154366667;-36.013016667;15;10;DNIT;Federal Public;DNIT;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;;3;4;;1031.356427;828314.2327944597;8986715.465190373;66261.52411471652;118.5455209999998
000147;Ponte sobre o Riacho dos Macacos;Northeast;AL;0.631;14.71;BR-104;37+110;-9.175566667;-36.030116667;15;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2498.8625615;826413.6782984833;8984384.18295033;66306.78794030371;350.5728994999999
000148;Ponte sobre o Riacho Branca dos Tavares;Northeast;AL;0.631;14.71;BR-104;46+250;-9.242166667;-36.011416667;30;10;DNIT;Federal Public;DNIT;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;;3;4;;2766.4129005;828409.1320730834;8976994.313496878;60158.64421403656;346.5117644999996
000149;Ponte sobre o Riacho Branca Grande;Northeast;AL;0.631;14.71;BR-104;51+600;-9.259;-35.9755;15;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2766.4129005;832343.5927670212;8975097.433762245;55895.758203113364;346.5117644999996
000150;Ponte sobre o Rio Bulangi;Northeast;AL;0.631;14.71;BR-104;64+690;-9.332183333;-35.8992;30.5;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2785.1696185;840664.5522075512;8966922.76544596;44298.60734667683;348.9623985000001
000151;Ponte sobre o Riacho Canapi;Northeast;AL;0.631;14.71;BR-104;68+770;-9.355116667;-35.87265;24;10;DNIT;Federal Public;DNIT;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;;3;4;;2785.1696185;843561.6562682649;8964357.89928454;40435.27993725558;348.9623985000001
000152;Viaduto km 85,00;Northeast;AL;0.631;14.71;BR-104;85+000;-9.4543167;-35.830217;10.3;41;DNIT;Federal Public;DNIT;;Arco;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;3;;5462.577541500001;848128.3348336669;8953332.599499684;30015.564430732786;1011.597306500001
000153;Viaduto km 91,55 (LD);Northeast;AL;0.631;14.71;BR-104;91+550;-9.513483333;-35.8056;99.9;11.35;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;5462.577541500001;850774.3651805788;8946756.697503679;23738.687100120154;1011.597306500001
000154;Viaduto km 91,55 (LE);Northeast;AL;0.631;14.71;BR-104;91+550;-9.513483333;-35.8056;99.9;11.35;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;5462.577541500001;850774.3651805788;8946756.697503679;23738.687100120154;1011.597306500001
000155;Ponte sobre o Rio Moxotó;Northeast;AL;0.631;14.71;BR-110;;-9.295233333;-38.203033333;312;13.5;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;3;;3;;;587528.613956653;8972405.51383592;226361.8057771924;
000156;Ponte Sobre o Riacho da Cachoeira;Northeast;AL;0.631;14.71;BR-110;9+280;-9.3734;-38.1758;66.6;14.4;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;3;;2;;717.2159194999999;590499.6012883164;8963755.747431444;218105.7366021318;175.4483979999999
000157;Ponte km 2,11;Northeast;AL;0.631;14.71;BR-316;2+110;-8.935333333;-37.8224;9;14.2;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;5;;4;;336.96572;629466.8170269239;9012087.104773458;225331.7846589839;160.6580925
000158;Ponte km 8,54;Northeast;AL;0.631;14.71;BR-316;8+540;-8.991716667;-37.805766667;9;14.2;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;5;;4;;336.96572;631275.5076463223;9005846.333484165;219609.51764450132;160.6580925
000159;Ponte sobre o Rio Croatá;Northeast;AL;0.631;14.71;BR-316;9+140;-8.996566667;-37.802983333;33.25;14.2;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;336.96572;631579.7549157701;9005309.019111982;219012.85728241337;160.6580925
000160;Ponte sobre o Rio Florêncio;Northeast;AL;0.631;14.71;BR-316;11+320;-9.013833333;-37.79235;11;14.2;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;336.96572;632742.468416218;9003395.81480072;216832.75899937667;160.6580925
000161;Ponte km 29,04;Northeast;AL;0.631;14.71;BR-316;29+400;-9.101366667;-37.661266667;9;14.2;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;5;;4;;336.96572;647117.6603258357;8993665.601978771;199820.6687453162;160.6580925
000162;Ponte sobre o Rio Canapi;Northeast;AL;0.631;14.71;BR-316;35+500;-9.116566667;-37.608666667;50;12.1;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;2;;2;;335.2033665;652892.644235766;8991962.850653846;194561.5830616002;157.871796
000163;Ponte km 46,36;Northeast;AL;0.631;14.71;BR-316;46+360;-9.175616667;-37.530783333;17;14.2;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;5;;4;;335.2033665;661426.3115531448;8985398.455378072;183899.79891489985;157.871796
000164;Ponte sobre o Riacho da Laje;Northeast;AL;0.631;14.71;BR-316;50+180;-9.199583333;-37.506083333;16.5;9.9;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;1425.2571065;664129.7046222771;8982736.675320582;180106.51912587573;393.0218735000001
000165;Ponte sobre o Rio das Cobras;Northeast;AL;0.631;14.71;BR-316;52+400;-9.210466667;-37.489066667;12.1;9.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;4;;1425.2571065;665994.5798843716;8981525.185674863;177935.83259368534;393.0218735000001
000166;Ponte sobre o Rio Capiá;Northeast;AL;0.631;14.71;BR-316;53+410;-9.215366667;-37.481283333;60;9.75;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;1425.2571065;666847.5651774151;8980979.645050801;176949.10329396251;393.0218735000001
000167;Ponte sobre o Rio Tigre;Northeast;AL;0.631;14.71;BR-316;58+420;-9.23965;-37.4428;22;9.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;4;;1425.2571065;671064.6529360693;8978275.774713084;172065.96741366826;393.0218735000001
